"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","original_id","gene_biotype","external_gene_name","entrezgene_id"
"23506","ENSMUSG00000093978",355.340728201268,-0.588120267588106,0.217190915538746,-2.66180685391038,0.00777224624966122,0.0457778486345177,"ENSMUSG00000093978.1","processed_pseudogene","Gm12612",NA
"6058","ENSMUSG00000028125",4426.1227030374,-0.588153161241673,0.155037252696692,-3.72912413749194,0.000192146481659401,0.00221583091644835,"ENSMUSG00000028125.14","protein_coding","Abca4",11304
"652","ENSMUSG00000004364",2906.64375042651,-0.588659016082428,0.134553884057765,-4.30057459979383,1.70355809759516e-05,0.000272005639458805,"ENSMUSG00000004364.14","protein_coding","Cul3",26554
"26315","ENSMUSG00000102471",31.8003741664804,-0.588848119094299,0.523343678368228,-1.10605734438053,0.268701699771307,0.490437665814323,"ENSMUSG00000102471.1","processed_pseudogene","Gm5100",NA
"7002","ENSMUSG00000029787",1205.41414397865,-0.588873056929048,0.159022728113252,-3.64019070605296,0.000272436185792629,0.00296202020207865,"ENSMUSG00000029787.10","protein_coding","Avl9",78937
"4724","ENSMUSG00000025484",766.824161927182,-0.588923619614971,0.215708512789472,-2.68382370323971,0.00727854760755166,0.0435383589406732,"ENSMUSG00000025484.9","protein_coding","Bet1l",54399
"20265","ENSMUSG00000084335",179.907630797102,-0.588946229262685,0.209373146547331,-2.76514079675355,0.00568982312633147,0.0358642593872414,"ENSMUSG00000084335.1","unprocessed_pseudogene","Gm12619",NA
"11353","ENSMUSG00000041566",75.3827582007411,-0.58912761655446,0.531649643210295,-1.08930312274353,0.276020236157491,0.496509108485763,"ENSMUSG00000041566.3","protein_coding","Tssk1",22114
"14876","ENSMUSG00000057817",376.670100169018,-0.589152549471819,0.182141229820635,-3.1796894642808,0.0014743295382993,0.0118840164284642,"ENSMUSG00000057817.6","protein_coding","Olfr1446",258699
"28670","ENSMUSG00000107178",98.5489207439999,-0.589584232939231,0.303769651179606,-1.90797280336787,0.0563947314745357,0.197322785036879,"ENSMUSG00000107178.1","lncRNA","Gm42531",NA
"17388","ENSMUSG00000073415",248.900644470586,-0.589587116044253,0.385578225755852,-1.50316350179807,0.132796886802774,0.336508990069716,"ENSMUSG00000073415.4","lncRNA","Gm10501",NA
"3097","ENSMUSG00000021895",945.033320684282,-0.589703039702608,0.130967710921266,-4.42630504591402,9.58609386030665e-06,0.000164303324122601,"ENSMUSG00000021895.10","protein_coding","Arhgef3",71704
"28289","ENSMUSG00000106396",34.1297222278538,-0.589724408759499,0.480718314632896,-1.20595448750941,0.22783503956937,0.453292593319927,"ENSMUSG00000106396.1","lncRNA","Gm42902",NA
"21005","ENSMUSG00000085931",78.0706380490565,-0.589781564607503,0.334064780930365,-1.7355363321833,0.0826458519682499,0.252067032950631,"ENSMUSG00000085931.1","lncRNA","Gm12648",NA
"771","ENSMUSG00000005338",8498.13311390907,-0.59016890691985,0.121660118747165,-4.76876821175527,1.85355775112056e-06,3.93540348455305e-05,"ENSMUSG00000005338.13","protein_coding","Cadm3",94332
"10466","ENSMUSG00000038902",1513.53907142029,-0.590239278196222,0.139097076732579,-4.171469967782,3.02640949070003e-05,0.000450073677193918,"ENSMUSG00000038902.14","protein_coding","Pogz",229584
"10363","ENSMUSG00000038615",1558.61222526462,-0.590371320716454,0.112221881131177,-5.17164134896342,2.32046642618141e-07,6.26362686174677e-06,"ENSMUSG00000038615.17","protein_coding","Nfe2l1",18023
"8030","ENSMUSG00000031979",1011.34085314244,-0.590412556883425,0.29171302220324,-1.98966968460888,0.0466273342797716,0.17318724161058,"ENSMUSG00000031979.17","protein_coding","Cog2",76332
"2509","ENSMUSG00000020737",292.577938263234,-0.59083624805154,0.177888992504226,-3.26516126644397,0.00109401770337669,0.00934875198132077,"ENSMUSG00000020737.12","protein_coding","Jpt1",15374
"15521","ENSMUSG00000061613",241.058832732874,-0.590862830643073,0.205356660491367,-2.82855608020317,0.00467585079988555,0.0307051346658499,"ENSMUSG00000061613.13","protein_coding","U2af1",108121
"33099","ENSMUSG00000116249",60.2986224431936,-0.590892932520837,0.364595703636883,-1.59325227018959,0.11110360944269,0.301507602547414,"ENSMUSG00000116249.1","lncRNA","Gm49484",NA
"1391","ENSMUSG00000014747",160.530897483387,-0.590937401608195,0.283723968916954,-2.04754432213034,0.0406046697214941,0.156960307913053,"ENSMUSG00000014747.6","protein_coding","Ankrd53",75305
"8205","ENSMUSG00000032303",598.355013076344,-0.5914814816456,0.157947390921909,-3.68148836300242,0.000231876374476999,0.00258519537804203,"ENSMUSG00000032303.7","protein_coding","Chrna3",110834
"31586","ENSMUSG00000113063",48.5267491322955,-0.591904456448524,0.371594252181959,-1.56596732331474,0.117356267250285,0.311607526779468,"ENSMUSG00000113063.1","lncRNA","Gm34667",NA
"32747","ENSMUSG00000115374",252.636699356841,-0.591987253276698,0.293879598203809,-1.98035949699742,0.0476631477156203,0.17538523377807,"ENSMUSG00000115374.1","transcribed_unprocessed_pseudogene","Vmn2r-ps111",NA
"9110","ENSMUSG00000034837",570.068380509649,-0.592034656605452,0.151048326377425,-3.85330093066452,0.000116536016037936,0.00143508680364368,"ENSMUSG00000034837.12","protein_coding","Gnat1",14685
"1043","ENSMUSG00000007670",120.015471604519,-0.592107174176684,0.30940317279713,-1.88138721692541,0.0599192644831955,0.205358713294838,"ENSMUSG00000007670.10","protein_coding","Khsrp",16549
"4540","ENSMUSG00000025130",642.369298262776,-0.592111584912145,0.165548735902006,-3.51625508790788,0.000437680252346869,0.00441593396601511,"ENSMUSG00000025130.11","protein_coding","P4hb",18453
"4112","ENSMUSG00000024317",2387.43401726434,-0.592287373588617,0.168927172845596,-3.44697282136394,0.000566905609856545,0.00547499132309496,"ENSMUSG00000024317.15","protein_coding","Rnf138",56515
"1587","ENSMUSG00000016494",1367.71986879618,-0.592518067652763,0.120265524093599,-4.84359979339886,1.27507633870279e-06,2.83728254390054e-05,"ENSMUSG00000016494.9","protein_coding","Cd34",12490
"3179","ENSMUSG00000022026",207.471927352827,-0.592562325891191,0.232940411596862,-2.50090708562584,0.0123875673457239,0.0655410184277627,"ENSMUSG00000022026.7","protein_coding","Olfm4",380924
"5592","ENSMUSG00000027253",1825.12190056727,-0.592612058366,0.129017173038923,-4.51577138642027,6.30866955101008e-06,0.00011386978951682,"ENSMUSG00000027253.15","protein_coding","Lrp4",228357
"22276","ENSMUSG00000089336",138.85344005478,-0.592792631914378,0.279052544472754,-2.08846915556895,0.0367555349297672,0.146509373277484,"ENSMUSG00000089336.1","snoRNA","Gm24347",NA
"21877","ENSMUSG00000087644",63.6435697538969,-0.592811246936826,0.40943466892217,-1.42345358411164,0.154604708459658,0.367560923281429,"ENSMUSG00000087644.1","lncRNA","Gm14703",NA
"10641","ENSMUSG00000039382",3652.60544625501,-0.592911112931285,0.205101597975404,-2.84206031881424,0.004482301022808,0.0296735619597183,"ENSMUSG00000039382.12","protein_coding","Wdr45",54636
"30445","ENSMUSG00000110761",122.991725084465,-0.592985013390823,0.36366769015303,-1.60307068561825,0.10891904912052,0.298476870090568,"ENSMUSG00000110761.1","processed_pseudogene","Gm29761",NA
"4701","ENSMUSG00000025429",491.939416388998,-0.593141439390938,0.168397578652417,-3.46288494203695,0.000534416867605325,0.00520238065608692,"ENSMUSG00000025429.9","protein_coding","Pstpip2",19201
"2361","ENSMUSG00000020477",175.297666161309,-0.593145059568062,0.39762019777346,-1.46658812312221,0.142488132860284,0.350613492657949,"ENSMUSG00000020477.10","protein_coding","Mrps24",64660
"1004","ENSMUSG00000007033",148.284751088797,-0.593214007158638,0.308408753341248,-1.89104232885804,0.0586186939932086,0.202440643341854,"ENSMUSG00000007033.4","protein_coding","Hspa1l",15482
"12520","ENSMUSG00000046179",708.795427651807,-0.593280179099595,0.180312652693879,-3.23482667680477,0.00121716593232627,0.0101967069901494,"ENSMUSG00000046179.17","protein_coding","E2f8",108961
"23033","ENSMUSG00000092054",349.728161606055,-0.593292383098048,0.214136404495243,-2.72392909777752,0.00645103539828999,0.0396524878103033,"ENSMUSG00000092054.3","transcribed_processed_pseudogene","Kif4-ps",NA
"3415","ENSMUSG00000022449",145.460872436311,-0.593475742586744,0.210056918193149,-2.77770305118079,0.00547446232835178,0.0348172174318902,"ENSMUSG00000022449.14","protein_coding","Adamts20",223838
"14815","ENSMUSG00000057425",803.475123112143,-0.593600862087305,0.233462714391538,-2.49976045900226,0.0124277306595818,0.06565381393687,"ENSMUSG00000057425.3","protein_coding","Ugt2b37",112417
"10874","ENSMUSG00000040040",124.377733346095,-0.593687742243641,0.324282962729092,-1.79993342028042,0.0718711518146255,0.231089007068039,"ENSMUSG00000040040.16","protein_coding","Ift88",21821
"15575","ENSMUSG00000061974",350.370533587319,-0.593739292913466,0.230518601528451,-2.53228715185234,0.0113321146441548,0.0611651798859946,"ENSMUSG00000061974.2","protein_coding","Cldn24",100039801
"19757","ENSMUSG00000083007",66.6287879995401,-0.59386576124731,0.431368298038054,-1.35352033031366,0.175889459616965,0.394887495309909,"ENSMUSG00000083007.1","processed_pseudogene","Gm13623",NA
"18726","ENSMUSG00000079531",308.860518766924,-0.593966022837653,0.229876122168843,-2.54035093914074,0.0110741287708606,0.0600489455811163,"ENSMUSG00000079531.1","protein_coding","Gm5936",546325
"13268","ENSMUSG00000049420",151.813199152667,-0.5941157150898,0.337579389192198,-1.73030621474713,0.0835755797833975,0.253893555233853,"ENSMUSG00000049420.9","protein_coding","Tmem200a",77220
"15007","ENSMUSG00000058607",354.870656258221,-0.594225822958792,0.274154207683008,-2.13101169555751,0.0330881786758302,0.135884144170558,"ENSMUSG00000058607.4","processed_pseudogene","Rpl31-ps20",NA
"21228","ENSMUSG00000086372",534.564667498431,-0.594403371917252,0.196155946214044,-2.97927941108426,0.00288927180005604,0.0207597811679789,"ENSMUSG00000086372.1","lncRNA","Gm16246",NA
"25380","ENSMUSG00000099045",98.8849201329497,-0.594408585595135,0.3380976780341,-1.72851996202172,0.0838950453042084,0.254403649856659,"ENSMUSG00000099045.1","miRNA","Mir6374",NA
"29076","ENSMUSG00000108024",69.5905139905495,-0.594475485944362,0.437253844705493,-1.33669604743677,0.181321872650509,0.401611648989557,"ENSMUSG00000108024.1","TEC","Gm43912",NA
"32473","ENSMUSG00000114817",42.6261095303241,-0.594538178153237,0.493916157460699,-1.18347652597242,0.236620344350893,0.462397168341465,"ENSMUSG00000114817.1","TEC","Gm48356",NA
"5976","ENSMUSG00000027993",1092.93388432733,-0.594675709798162,0.166545562103264,-3.51060516062052,0.000447087929471888,0.00449060867978906,"ENSMUSG00000027993.16","protein_coding","Trim2",80890
"14691","ENSMUSG00000056753",827.17055261415,-0.594991027990372,0.139121141785107,-4.20490387358937,2.6119314282488e-05,0.000396106444375165,"ENSMUSG00000056753.3","lncRNA","C330011M18Rik",NA
"15124","ENSMUSG00000059319",251.158372666185,-0.595012162682671,0.296429299299671,-1.97353016069866,0.0484351917937412,0.17750855804512,"ENSMUSG00000059319.3","protein_coding","Olfr295",258850
"22479","ENSMUSG00000089929",22.1017296956939,-0.595028672006901,0.499692036915111,-1.17077845710454,0.241687839269965,0.467231842446752,"ENSMUSG00000089929.1","protein_coding","Bcl2a1b",12045
"20235","ENSMUSG00000084259",367.280548311028,-0.595410845960634,0.238088284851306,-2.45879735882949,0.0139403278144171,0.071534070393507,"ENSMUSG00000084259.1","processed_pseudogene","Gm12040",NA
"8496","ENSMUSG00000032902",1362.59328242496,-0.595757147594415,0.135183881165099,-4.33303987536083,1.47064460232383e-05,0.000239967027516485,"ENSMUSG00000032902.1","protein_coding","Slc16a1",20501
"16924","ENSMUSG00000070461",614.482821553108,-0.595802741502162,0.242158350442795,-2.41908957684507,0.0155594080957787,0.0775314624557376,"ENSMUSG00000070461.3","lncRNA","9230112E08Rik",NA
"14913","ENSMUSG00000058057",39.5787727227675,-0.595853800902685,0.446237740750152,-1.31287371596546,0.189225505016284,0.410983229316461,"ENSMUSG00000058057.5","protein_coding","Mettl7a3",668178
"3563","ENSMUSG00000022710",12907.0339999866,-0.596100600769054,0.158533644273291,-3.69701083612697,0.000218153033916058,0.00246701228838631,"ENSMUSG00000022710.17","protein_coding","Usp7",252870
"25128","ENSMUSG00000098191",80.2387621460694,-0.5961011688326,0.384528762543162,-1.52420631672985,0.127457180584708,0.328085581382412,"ENSMUSG00000098191.1","lncRNA","Gm26962",NA
"26352","ENSMUSG00000102546",68.9126134844366,-0.596107305304118,0.385072772124867,-1.52206893795665,0.127991808098016,0.328957318841772,"ENSMUSG00000102546.1","processed_pseudogene","Gm9722",NA
"25978","ENSMUSG00000101404",179.656567276438,-0.596470096733696,0.258850584095103,-2.26567036262983,0.0234715734461839,0.105824999096459,"ENSMUSG00000101404.1","lncRNA","1700009C05Rik",NA
"765","ENSMUSG00000005262",1933.40215165053,-0.5967530652585,0.218410646479132,-2.68646732527556,0.00722120106938828,0.0432531262983119,"ENSMUSG00000005262.13","protein_coding","Ufd1",22230
"8873","ENSMUSG00000034159",262.511021975773,-0.59687813717792,0.180821633975863,-3.2456190350335,0.00117195557251521,0.00989373789928793,"ENSMUSG00000034159.12","protein_coding","Mab21l4",71874
"32795","ENSMUSG00000115468",295.440638742452,-0.596936425681121,0.226648809257836,-2.58962942537863,0.00960792981899573,0.0538921622515686,"ENSMUSG00000115468.1","lncRNA","Gm49217",NA
"11777","ENSMUSG00000042988",654.276122841039,-0.596937557210349,0.223665189264133,-2.62417928843284,0.00868580500369139,0.0498362210615559,"ENSMUSG00000042988.10","protein_coding","Notum",77583
"22922","ENSMUSG00000091625",278.331853747925,-0.597024544674484,0.253826166600456,-2.31270303033221,0.0207389723048879,0.0963847236831076,"ENSMUSG00000091625.8","protein_coding","Lsm5",66373
"4462","ENSMUSG00000024972",650.055906580106,-0.597777089187311,0.167922504570647,-3.50028777077956,0.000464756145774324,0.0046316959418207,"ENSMUSG00000024972.16","protein_coding","Lgals12",56072
"31533","ENSMUSG00000112950",144.473044556907,-0.597895865442445,0.312588670389097,-1.88073312033561,0.0600082318862633,0.205474945920959,"ENSMUSG00000112950.1","lncRNA","Gm32369",NA
"21153","ENSMUSG00000086219",1023.18955677258,-0.598049076997856,0.205895486420479,-2.85605618278074,0.00428939224742519,0.0286407499428679,"ENSMUSG00000086219.7","lncRNA","Srrm4os",NA
"18187","ENSMUSG00000076937",16266.7941643825,-0.598143469636385,0.257253140772085,-2.2862440779973,0.0222399834200214,0.101533482015117,"ENSMUSG00000076937.3","IG_C_gene","Iglc2",NA
"15336","ENSMUSG00000060491",125.070805298828,-0.598424679844354,0.306641990436043,-1.91893053853328,0.0549931251860563,0.194149567233522,"ENSMUSG00000060491.14","protein_coding","4930522H14Rik",67646
"6499","ENSMUSG00000028902",1639.73273972248,-0.598627632081635,0.137863816993667,-4.26963103820543,1.95796590677237e-05,0.000307526598386504,"ENSMUSG00000028902.4","protein_coding","Sf3a3",75062
"25908","ENSMUSG00000101122",280.878793645708,-0.599050137765925,0.273776286326905,-2.15157472427164,0.0314308646350136,0.131021288587179,"ENSMUSG00000101122.1","processed_pseudogene","Gm17971",NA
"12733","ENSMUSG00000047048",1297.93632808473,-0.599063615817283,0.169317217939664,-3.47905324092436,0.000503188606029844,0.00495223143303391,"ENSMUSG00000047048.4","protein_coding","Olfr432",258711
"29240","ENSMUSG00000108353",65.8702044958485,-0.599302776895782,0.401146679839912,-1.46904562972068,0.141820413287908,0.349675264856939,"ENSMUSG00000108353.1","TEC","Gm45205",NA
"10184","ENSMUSG00000038174",1757.86929636552,-0.599317772255876,0.165819482667053,-3.55397184201304,0.000379459838676271,0.00390031854082177,"ENSMUSG00000038174.14","protein_coding","Fam126b",213056
"13045","ENSMUSG00000048376",1022.54845731871,-0.599774564079083,0.240736489954792,-2.44987606236943,0.0142905394065515,0.0728993936146554,"ENSMUSG00000048376.6","protein_coding","F2r",14062
"20159","ENSMUSG00000084082",50.3672287837533,-0.599854430612132,0.381427439820528,-1.54643942472957,0.121998478923752,0.319276576521872,"ENSMUSG00000084082.1","unprocessed_pseudogene","Gm12872",NA
"8735","ENSMUSG00000033728",270.378822702721,-0.600146300932807,0.168916572577361,-3.49371463041336,0.000476349907218009,0.0047279400621069,"ENSMUSG00000033728.14","protein_coding","Lrrc14",223664
"25960","ENSMUSG00000101338",37.6684816995899,-0.600175523882373,0.453630804633177,-1.30100407171336,0.193257061016679,0.415805346854599,"ENSMUSG00000101338.1","lncRNA","Gm28139",NA
"30759","ENSMUSG00000111414",910.980296170404,-0.600396803413346,0.163887655591444,-3.60244828253048,0.000315234131026518,0.00335043857978244,"ENSMUSG00000111414.1","processed_pseudogene","Gm18103",NA
"24736","ENSMUSG00000097532",1788.40258333144,-0.600537642640532,0.190886026462572,-3.09366617129684,0.00197699803674753,0.0151320072017569,"ENSMUSG00000097532.2","transcribed_unprocessed_pseudogene","Gm4349",NA
"29206","ENSMUSG00000108278",1296.27567113466,-0.600538277905963,0.170272656279003,-3.46819207975665,0.000523972624620268,0.00511926400583891,"ENSMUSG00000108278.1","TEC","Gm44194",NA
"6504","ENSMUSG00000028911",394.913889285687,-0.600750267729253,0.18535201686412,-3.18718014362005,0.00143667263850837,0.0116556623226637,"ENSMUSG00000028911.16","protein_coding","Srsf4",57317
"6434","ENSMUSG00000028794",589.323968902041,-0.601000822987582,0.117831210730765,-5.01565603308595,5.28528109038141e-07,1.31194158526307e-05,"ENSMUSG00000028794.13","protein_coding","A3galt2",215493
"11021","ENSMUSG00000040478",217.182522411103,-0.601140204445571,0.211013119714855,-2.80143815343987,0.00508753917932234,0.0328543225001778,"ENSMUSG00000040478.14","protein_coding","Prdm13",230025
"13361","ENSMUSG00000049799",803.706632273031,-0.601169945481477,0.155148904439368,-3.81033915526299,0.000138776277719965,0.00167818697298641,"ENSMUSG00000049799.13","protein_coding","Lrrc19",100061
"31811","ENSMUSG00000113521",226.287502732911,-0.60143700862635,0.275366629819797,-2.1478165637332,0.0317283306537256,0.131872408650226,"ENSMUSG00000113521.1","processed_pseudogene","Gm29787",NA
"14023","ENSMUSG00000053012",47.4322871722641,-0.601484068914577,0.52436576677104,-1.12799901594805,0.259320334729323,0.482495708358862,"ENSMUSG00000053012.17","protein_coding","Krcc1",57896
"25940","ENSMUSG00000101270",290.110585910542,-0.601563186414306,0.252486411748837,-2.34295058619934,0.019131916773528,0.0905613360421953,"ENSMUSG00000101270.1","unprocessed_pseudogene","Scgb2b9-ps",NA
"2573","ENSMUSG00000020846",206.941104015488,-0.601692310653611,0.224994313262029,-2.62981006975285,0.00854325834000174,0.0492392344411516,"ENSMUSG00000020846.6","protein_coding","Rflnb",76566
"3422","ENSMUSG00000022463",832.571139111199,-0.601710794430949,0.206215923587538,-2.86937489664696,0.00411283995991988,0.0277265701916487,"ENSMUSG00000022463.8","protein_coding","Srebf2",20788
"2418","ENSMUSG00000020594",4444.01797331985,-0.601770502590176,0.123591469594896,-4.78811769558097,1.68352909411292e-06,3.62019410806123e-05,"ENSMUSG00000020594.14","protein_coding","Pum2",80913
"4019","ENSMUSG00000024158",14608.7261085174,-0.601781181549599,0.267551741106076,-2.21183827510574,0.0269778414214081,0.117503598629076,"ENSMUSG00000024158.17","protein_coding","Hagh",14651
"1435","ENSMUSG00000015149",242.642468440534,-0.601921303902137,0.298493317896277,-1.98303033405867,0.0473640413175151,0.174811518717304,"ENSMUSG00000015149.14","protein_coding","Sirt2",64383
"26740","ENSMUSG00000103293",204.934826849518,-0.602172705492803,0.198232358751591,-2.98726559690926,0.00281485060503442,0.0203667180899823,"ENSMUSG00000103293.1","processed_pseudogene","Gm5842",NA
"15739","ENSMUSG00000062825",1128.47764109159,-0.602219712728508,0.204412574491819,-2.89717848425323,0.00376535468410211,0.0258578103057056,"ENSMUSG00000062825.15","protein_coding","Actg1",11465
"18052","ENSMUSG00000076123",48.8780387473659,-0.602221923915188,0.3961678239294,-1.49487638355185,0.134946706790929,0.339840473604386,"ENSMUSG00000076123.1","miRNA","Mir700",NA
"3130","ENSMUSG00000021951",256.496504142982,-0.602259064125405,0.2213239985802,-2.67598212541236,0.00745106188783729,0.0443333230357851,"ENSMUSG00000021951.6","protein_coding","Eef1akmt1",68043
"11258","ENSMUSG00000041220",164.571510483838,-0.602276125115386,0.231962381831603,-2.55332834763422,0.0106698856918122,0.0583649266620557,"ENSMUSG00000041220.10","protein_coding","Elovl6",170439
"614","ENSMUSG00000004044",3020.15461220217,-0.602616623975719,0.155705439173904,-3.80601106242562,0.000141226068504641,0.00170244602688405,"ENSMUSG00000004044.9","protein_coding","Cavin1",19285
"31286","ENSMUSG00000112474",354.802998329971,-0.602779118862744,0.337147387659894,-1.75821952226047,0.0787101647571831,0.244817325425411,"ENSMUSG00000112474.1","processed_pseudogene","Gm46209",NA
"31370","ENSMUSG00000112626",27.052702191217,-0.603304661600306,0.503244790104684,-1.17895837824151,0.238414749842785,0.464323774898063,"ENSMUSG00000112626.1","processed_pseudogene","Gm18027",NA
"3543","ENSMUSG00000022677",1601.87340770062,-0.603589314018051,0.173559546962254,-3.42009024802966,0.0006260036412439,0.00590973841705753,"ENSMUSG00000022677.15","protein_coding","Fopnl",66086
"2981","ENSMUSG00000021643",168.581279160602,-0.603762222644954,0.210619076686152,-2.81912840938778,0.00481542499309041,0.0314463685814902,"ENSMUSG00000021643.15","protein_coding","Serf1",20365
"9279","ENSMUSG00000035372",127.191460722004,-0.603787542244388,0.310517994849211,-1.91224841102279,0.0558443393864635,0.196189308991712,"ENSMUSG00000035372.2","protein_coding","1810055G02Rik",72056
"6076","ENSMUSG00000028156",316.804020831324,-0.603817638777311,0.163574196851881,-3.63026473738411,0.00028313067088259,0.00305762909471838,"ENSMUSG00000028156.12","protein_coding","Eif4e",13684
"1168","ENSMUSG00000009731",435.053495669521,-0.603920544608864,0.20532885001691,-2.89253334132029,0.00382148619389722,0.0261164061566645,"ENSMUSG00000009731.4","protein_coding","Kcnd1",16506
"26874","ENSMUSG00000103594",371.717234479461,-0.603924093336885,0.270959138089462,-2.19193232427832,0.0283843936313432,0.121839227129713,"ENSMUSG00000103594.1","lncRNA","A430034D21Rik",NA
"5769","ENSMUSG00000027573",871.003930099767,-0.604234874687452,0.188835551069802,-3.14683793025708,0.00165046417645872,0.0130070912122442,"ENSMUSG00000027573.11","protein_coding","Gid8",76425
"13035","ENSMUSG00000048330",1361.35388934064,-0.604363646872926,0.241297549848513,-2.46319801939998,0.0137703840044394,0.0709267697352454,"ENSMUSG00000048330.14","protein_coding","Ric3",320360
"15041","ENSMUSG00000058806",211.192955600759,-0.604387590448798,0.226446864765593,-2.6248435413936,0.00866887915919358,0.0497922918001756,"ENSMUSG00000058806.14","protein_coding","Col13a1",12817
"13796","ENSMUSG00000051721",450.017666808949,-0.604886693281443,0.257883235664698,-2.30680637982579,0.0210656164335743,0.0974979021493947,"ENSMUSG00000051721.6","protein_coding","Wdcp",238037
"16173","ENSMUSG00000065417",79.8884358250508,-0.60494658462415,0.391201517199757,-1.52081870459709,0.128305339205901,0.329462730327786,"ENSMUSG00000065417.1","miRNA","Mir340",NA
"15662","ENSMUSG00000062369",128.342093007335,-0.605101389757136,0.371238514129069,-1.60301630113258,0.108931055202463,0.298476870090568,"ENSMUSG00000062369.2","protein_coding","Usp17lb",381944
"9226","ENSMUSG00000035202",1824.94689536095,-0.605220572517342,0.10817885214671,-5.5021897598813,3.75102904512415e-08,1.25149239868254e-06,"ENSMUSG00000035202.8","protein_coding","Lars2",102436
"29503","ENSMUSG00000108923",62.1848818699974,-0.605351340719151,0.425524879942869,-1.39909878077889,0.161783363293805,0.376989204524121,"ENSMUSG00000108923.1","TEC","4933431C10Rik",NA
"30104","ENSMUSG00000110093",75.3908438259166,-0.60536899824384,0.424813753805188,-1.40148239766471,0.161069867657716,0.37616447865528,"ENSMUSG00000110093.1","lncRNA","Gm45282",NA
"2768","ENSMUSG00000021218",10226.1252104797,-0.605489240433727,0.16592298128357,-3.58894973937341,0.000332012836770125,0.00348600499217046,"ENSMUSG00000021218.10","protein_coding","Gdi2",14569
"5798","ENSMUSG00000027630",489.598494663317,-0.605651366122554,0.151894822616613,-3.92147247589864,8.80095027928349e-05,0.00113044439311811,"ENSMUSG00000027630.13","protein_coding","Tbl1xr1",81004
"9356","ENSMUSG00000035629",13295.6786605054,-0.605814117195068,0.167327192232182,-3.56077281430936,0.000369764909011856,0.00381820297048844,"ENSMUSG00000035629.19","protein_coding","Rubcn",100502698
"824","ENSMUSG00000005682",2185.6344710704,-0.606057422735431,0.104721683005221,-5.69182432549057,1.2568913726798e-08,4.62432719005948e-07,"ENSMUSG00000005682.9","protein_coding","Pan2",103135
"26632","ENSMUSG00000103079",2286.86878634044,-0.60625393716288,0.241255686203941,-2.47146065879189,0.0134562356186143,0.0697297558403242,"ENSMUSG00000103079.1","lncRNA","Gm36307",NA
"27694","ENSMUSG00000105199",1398.65174122396,-0.606262919819157,0.143812423992677,-4.14611549729193,3.38163297035875e-05,0.000494683542036467,"ENSMUSG00000105199.1","lncRNA","Gm43581",NA
"21607","ENSMUSG00000087114",133.241444782631,-0.606341728044618,0.247448147290684,-2.40996642962972,0.0159539884363414,0.0790190127561152,"ENSMUSG00000087114.1","lncRNA","Gm16099",NA
"16973","ENSMUSG00000070699",880.867486170441,-0.606411368588038,0.160144009742234,-3.72421902978461,0.000195920775684313,0.00224969653412966,"ENSMUSG00000070699.5","protein_coding","Sars2",71984
"10762","ENSMUSG00000039742",49.5653111782613,-0.606434625823977,0.436648967064633,-1.36593618858989,0.171958992891215,0.390568679160445,"ENSMUSG00000039742.15","protein_coding","Fam71f1",330277
"5624","ENSMUSG00000027315",603.991608121865,-0.60648830962208,0.132482709548417,-4.50238609744079,6.71947684461129e-06,0.000119676199663508,"ENSMUSG00000027315.13","protein_coding","Spint1",20732
"29397","ENSMUSG00000108693",804.811951512613,-0.606522313818208,0.216125827032088,-2.76006954841932,0.00577890575670651,0.0363148925628506,"ENSMUSG00000108693.1","TEC","Gm45153",NA
"4257","ENSMUSG00000024593",87.4506392335038,-0.606734498499966,0.335884152463491,-1.77660807788432,0.0756327456541379,0.239009799126819,"ENSMUSG00000024593.15","protein_coding","Megf10",70417
"28930","ENSMUSG00000107737",115.052913609253,-0.606911942513045,0.272872058667508,-2.18751581025882,0.0287048903271215,0.122741069716049,"ENSMUSG00000107737.1","lncRNA","1700027F06Rik",NA
"26710","ENSMUSG00000103228",30.474563803653,-0.606933630971044,0.499146737420517,-1.19590810921828,0.231732420284253,0.45740880930778,"ENSMUSG00000103228.1","TEC","Gm37727",NA
"23299","ENSMUSG00000093124",96.7848943395119,-0.606987330108384,0.270401359735947,-2.20778227850391,0.0272594539986829,0.118311849769885,"ENSMUSG00000093124.1","miRNA","Gm24366",NA
"11536","ENSMUSG00000042197",500.854972857791,-0.607221737276691,0.179795578373704,-3.32167088133485,0.00089480171811888,0.00789920361219676,"ENSMUSG00000042197.13","protein_coding","Zfp451",98403
"20045","ENSMUSG00000083808",51.2492126419754,-0.607281827572856,0.424874126754956,-1.40578536079542,0.159787870363477,0.374320333381795,"ENSMUSG00000083808.1","processed_pseudogene","Gm3828",NA
"13100","ENSMUSG00000048612",352.810993449757,-0.60774281610913,0.223630513278163,-2.67290365409852,0.00751978441952858,0.0446038802870359,"ENSMUSG00000048612.16","protein_coding","Myof",226101
"5409","ENSMUSG00000026867",2246.51196430412,-0.607747143857225,0.144072548673003,-4.14893155818262,3.34030651665412e-05,0.000489437820099816,"ENSMUSG00000026867.18","protein_coding","Gapvd1",66691
"33934","ENSMUSG00000117959",98.0731443782218,-0.607813271768278,0.390672620749431,-1.53021542851272,0.125963413648007,0.326238417282334,"ENSMUSG00000117959.1","lncRNA","D330050I16Rik",NA
